matrix,Version,Initialization,FeatureExtraction,Inference,Format
fs_541_1,baseline,0.00177365,9.2497e-05,1.523e-06,1
fs_541_1,tuned,0.00107949,8.2428e-05,2.91e-07,1
fs_680_3,baseline,0.00172265,8.6556e-05,1.814e-06,1
fs_680_3,tuned,0.00106776,7.6035e-05,5.61e-07,1
fullb,baseline,0.00213546,0.038271,7.875e-06,1
fullb,tuned,0.00139263,0.0378616,1.552e-06,1
FullChip,baseline,0.00391098,0.139479,1.1783e-05,0
FullChip,tuned,0.00432332,0.139764,1.954e-06,0
fxm4_6,baseline,0.00201854,0.00262328,2.314e-06,1
fxm4_6,tuned,0.00110518,0.00262429,3.81e-07,1
G15,baseline,0.141265,0.000169535,2.464e-06,1
G15,tuned,0.011925,0.000121553,6.22e-07,1
G17,baseline,0.00282512,0.000113798,1.714e-06,1
G17,tuned,0.0014789,0.000107456,5.31e-07,1
G2,baseline,0.0023033,0.000262193,1.664e-06,1
G2,tuned,0.0128173,0.000259277,5.01e-07,1
G24,baseline,0.00315658,0.000218469,1.563e-06,1
G24,tuned,0.00165312,0.000216374,4.9e-07,1
G29,baseline,0.00381689,0.000223909,2.565e-06,1
G29,tuned,0.00253562,0.00020872,5.2e-07,1
G32,baseline,0.00351124,0.000170336,1.753e-06,1
G32,tuned,0.00262282,0.000155618,5.21e-07,1
G35,baseline,0.00599606,0.000162181,2.796e-06,1
G35,tuned,0.00200415,0.000145179,3.71e-07,1
G41,baseline,0.00179654,0.000148305,1.592e-06,1
G41,tuned,0.00114285,0.00017652,6.91e-07,1
G42,baseline,0.00185884,0.000152292,1.803e-06,1
G42,tuned,0.00113711,0.000144728,6.31e-07,1
G48,baseline,0.00180706,0.000217388,1.734e-06,1
G48,tuned,0.00109619,0.000204674,5.11e-07,1
G49,baseline,0.00173753,0.000213821,1.684e-06,1
G49,tuned,0.00111828,0.000198371,3.51e-07,1
G52,baseline,0.0017503,0.000121414,1.773e-06,1
G52,tuned,0.0010864,0.000120882,5.21e-07,1
g7jac020,baseline,0.00178292,0.000344502,1.683e-06,1
g7jac020,tuned,0.00111075,0.000325986,4.01e-07,1
g7jac050sc,baseline,0.00184982,0.000786061,1.743e-06,1
g7jac050sc,tuned,0.0011516,0.000744461,5.91e-07,1
g7jac060sc,baseline,0.00188216,0.000932322,2.234e-06,1
g7jac060sc,tuned,0.00124547,0.000893167,3.9e-07,1
g7jac100sc,baseline,0.00186436,0.00162499,2.655e-06,1
g7jac100sc,tuned,0.00111182,0.00155341,4.11e-07,5
g7jac120sc,baseline,0.00209353,0.00192097,2.235e-06,1
g7jac120sc,tuned,0.00129731,0.00183323,2.9e-07,1
g7jac140sc,baseline,0.00532656,0.00221822,2.404e-06,1
g7jac140sc,tuned,0.003645,0.00214268,6.01e-07,1
g7jac200,baseline,0.00214309,0.00321529,2.255e-06,1
g7jac200,tuned,0.00119172,0.00314218,6.01e-07,1
GD06_theory,baseline,0.0176253,7.9394e-05,3.076e-06,1
GD06_theory,tuned,0.0076903,6.0467e-05,6.41e-07,1
GD96_a,baseline,0.00240603,6.4856e-05,1.423e-06,1
GD96_a,tuned,0.00151989,5.7772e-05,4e-07,1
GD96_c,baseline,0.00285457,5.5668e-05,1.342e-06,1
GD96_c,tuned,0.00238989,4.8354e-05,2.5e-07,1
GD97_c,baseline,0.00227524,5.7612e-05,1.312e-06,1
GD97_c,tuned,0.00158815,4.9786e-05,2.3e-07,1
GD99_b,baseline,0.00831634,5.6149e-05,1.342e-06,1
GD99_b,tuned,0.00423808,4.9316e-05,3.71e-07,1
GD99_c,baseline,0.00233431,5.4325e-05,1.282e-06,1
GD99_c,tuned,0.00113407,4.667e-05,3.6e-07,1
Ge99H100,baseline,0.0205982,0.023129,4.078e-06,5
Ge99H100,tuned,0.0173246,0.0225171,1.574e-06,5
geom,baseline,0.0125067,0.000150521,1.653e-06,1
geom,tuned,0.0116118,0.000132516,4.92e-07,1
Goodwin_023,baseline,0.0018585,0.000961781,1.563e-06,1
Goodwin_023,tuned,0.00136403,0.000990237,4.31e-07,1
