matrix,Version,Initialization,FeatureExtraction,Inference,Format
Goodwin_030,tuned,0.00350207,0.00630512,8.5e-07,1
Goodwin_054,baseline,0.00557165,0.0205751,1.78e-06,1
Goodwin_054,tuned,0.00381778,0.0205136,1.98e-06,1
gre_343,baseline,0.00525034,5.8111e-05,9.7e-07,0
gre_343,tuned,0.00359493,5.573e-05,7.3e-07,0
hangGlider_5,baseline,0.00531572,0.00321503,1.08e-06,1
hangGlider_5,tuned,0.00358144,0.0031241,8.9e-07,1
Hardesty1,baseline,0.00633287,0.227681,2.8e-06,0
Hardesty1,tuned,0.00385558,0.228643,2.63e-06,0
Harvard500,baseline,0.00544668,9.339e-05,9.9e-07,0
Harvard500,tuned,0.00364297,9.5961e-05,8.2e-07,0
heart2,baseline,0.00561352,0.0159836,1.19e-06,1
heart2,tuned,0.00362236,0.0158963,1e-06,1
helm3d01,baseline,0.00556724,0.00914523,1.78e-06,5
helm3d01,tuned,0.00365076,0.00909178,1.26e-06,5
hood,baseline,0.00608323,0.237671,1.76e-06,1
hood,tuned,0.00386911,0.237379,2.15e-06,1
hugetrace-00010,baseline,0.00566124,1.29066,1.89e-06,0
hugetrace-00010,tuned,0.00375382,1.29051,1.95e-06,0
hugetric-00000,baseline,0.00567339,0.611278,1.89e-06,0
hugetric-00000,tuned,0.00390606,0.611432,1.81e-06,0
human_gene2,baseline,0.00568806,0.440786,3.13e-06,1
human_gene2,tuned,0.0038139,0.440736,2.48e-06,1
hvdc2,baseline,0.00570201,0.0258242,2.95e-06,1
hvdc2,tuned,0.00383134,0.0256798,2.59e-06,1
hydr1,baseline,0.0053782,0.00059313,9.9e-07,0
hydr1,tuned,0.00365657,0.000586859,7.7e-07,0
id2010,baseline,0.00548732,0.0151135,1.29e-06,0
id2010,tuned,0.00373679,0.014912,1.25e-06,0
